id,user,uid,version,changeset,timestamp
5710363,Natfoot,567792,18,83500616,2020-04-14T01:11:52Z
5835678,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:08Z
5835679,Howpper,1240864,5,70945094,2019-06-05T06:16:34Z
5835680,n7xsd,50005,3,2707478,2009-10-02T03:05:10Z
5835681,Howpper,1240864,8,60020373,2018-06-20T19:21:48Z
5835682,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:08Z
5835683,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:08Z
5835684,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:08Z
5835685,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:08Z
5835686,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:09Z
5835688,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:09Z
5835689,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:09Z
5835690,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:09Z
5835691,TheDutchMan13,1330847,3,49249492,2017-06-04T19:09:09Z
5835693,DJ Cane,47194,5,82277433,2020-03-17T00:12:46Z
5835694,TheDutchMan13,1330847,7,49249492,2017-06-04T19:09:10Z
5835695,balrog-kun,20587,2,4304468,2010-04-02T15:48:36Z
5835696,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:10Z
5835697,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:10Z
5835698,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:10Z
5835699,Sundance,239998,4,8771769,2011-07-19T19:20:14Z
5835700,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:10Z
5835701,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:10Z
5835702,teodorab_telenav,6294893,5,53635011,2017-11-09T10:20:58Z
5835703,teodorab_telenav,6294893,3,53635011,2017-11-09T10:20:58Z
5835704,teodorab_telenav,6294893,5,53635011,2017-11-09T10:20:58Z
5835705,TheDutchMan13,1330847,3,49249492,2017-06-04T19:09:11Z
5835706,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:11Z
5835707,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:11Z
5835709,TheDutchMan13,1330847,4,49249492,2017-06-04T19:09:11Z
5835711,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:11Z
5835712,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:11Z
5835713,Howpper,1240864,7,73347081,2019-08-14T12:39:16Z
5835715,Howpper,1240864,5,61859482,2018-08-21T15:04:43Z
5835716,balrog-kun,20587,3,4304468,2010-04-02T15:48:43Z
5835719,miroslavuzice87,4611642,4,68299765,2019-03-19T15:42:09Z
5835720,miroslavuzice87,4611642,3,68332759,2019-03-20T11:51:32Z
5835722,miroslavuzice87,4611642,3,68335823,2019-03-20T13:24:34Z
5835726,kfremd,7679992,3,58449437,2018-04-26T16:27:20Z
5835730,miroslavuzice87,4611642,2,68335680,2019-03-20T13:20:27Z
5835731,MajaMaravic,9357577,2,68831806,2019-04-03T10:31:48Z
5835736,zephyr,121241,2,4959587,2010-06-11T03:20:42Z
5835776,OrcaDan,411531,3,83433690,2020-04-12T17:09:57Z
5835782,miroslavuzice87,4611642,2,68328257,2019-03-20T10:13:14Z
5835787,DaveHansenTiger,7168,1,391624,2007-09-08T16:34:34Z
5835798,balrog-kun,20587,3,4304468,2010-04-02T15:48:53Z
5835815,Dion Dock,97431,2,22283720,2014-05-12T04:54:00Z
5835816,hofoen,52797,2,39904252,2016-06-09T09:22:07Z
5835817,Jessica12345,9372753,3,81184923,2020-02-18T18:38:11Z
5835819,Misa_zumba,8774347,2,68329190,2019-03-20T10:34:47Z
5835821,Misa_zumba,8774347,2,68329941,2019-03-20T10:50:48Z
5835826,miroslavuzice87,4611642,2,68326631,2019-03-20T09:33:13Z
5835846,DaveHansenTiger,7168,1,391624,2007-09-08T16:36:09Z
5835849,Natfoot,567792,4,75208277,2019-10-03T03:14:23Z
5835909,kwametedros,2171127,2,58383832,2018-04-24T18:28:33Z
5835912,miroslavuzice87,4611642,2,68295067,2019-03-19T13:28:34Z
5835918,Natfoot,567792,2,80086123,2020-01-25T23:18:06Z
5835929,OrcaDan,411531,3,83260612,2020-04-08T14:57:30Z
5835936,OrcaDan,411531,3,83260612,2020-04-08T14:57:30Z
5835969,Howpper,1240864,14,77634347,2019-11-27T13:28:19Z
5835987,Dion Dock,97431,4,64365647,2018-11-11T02:02:11Z
5835988,kwametedros,2171127,2,58391532,2018-04-24T22:49:35Z
5835994,Dion Dock,97431,3,64365647,2018-11-11T02:02:11Z
5835999,miroslavuzice87,4611642,2,68284754,2019-03-19T08:09:25Z
5836000,AndrewSnow,371121,3,64957486,2018-11-28T03:32:19Z
5836001,Dion Dock,97431,3,64314135,2018-11-09T05:26:12Z
5836003,miroslavuzice87,4611642,2,68287665,2019-03-19T09:58:05Z
5836013,miroslavuzice87,4611642,2,68363602,2019-03-21T07:39:02Z
5836014,miroslavuzice87,4611642,2,68363602,2019-03-21T07:39:02Z
5836016,magrej,7345137,2,68909709,2019-04-05T06:49:44Z
5836036,pete404,2716442,2,47555338,2017-04-07T23:52:24Z
5836038,spjaquish,7151510,2,58387122,2018-04-24T20:12:21Z
5836039,balrog-kun,20587,4,4304468,2010-04-02T15:49:17Z
5836040,DareDJ,7404838,2,68796292,2019-04-02T14:30:09Z
5836045,Howpper,1240864,11,43857885,2016-11-21T21:57:41Z
5836047,MajaMaravic,9357577,3,68830401,2019-04-03T09:54:48Z
5836048,miroslavuzice87,4611642,2,68288286,2019-03-19T10:18:49Z
5836049,MajaMaravic,9357577,2,68830401,2019-04-03T09:54:48Z
5836051,MajaMaravic,9357577,2,68830535,2019-04-03T09:58:44Z
5836052,MajaMaravic,9357577,2,68830288,2019-04-03T09:51:21Z
5836053,MajaMaravic,9357577,2,68830330,2019-04-03T09:52:32Z
5836054,AntonioPigafetta,388472,2,13405778,2012-10-07T22:30:00Z
5836055,jojokant,656522,2,30607487,2015-04-29T06:44:40Z
5836056,Jessica12345,9372753,6,79264868,2020-01-06T20:42:27Z
5836087,OrcaDan,411531,4,83335995,2020-04-10T04:24:40Z
5836093,Misa_zumba,8774347,2,68328832,2019-03-20T10:26:44Z
5836121,Jessica12345,9372753,4,82225890,2020-03-15T19:19:58Z
5836130,DaveHansenTiger,7168,1,391624,2007-09-08T16:44:21Z
5836135,miroslavuzice87,4611642,5,68327038,2019-03-20T09:44:06Z
5836139,zephyr,121241,2,4959587,2010-06-11T03:20:49Z
5836140,zephyr,121241,2,4959587,2010-06-11T03:20:47Z
5836151,DaveHansenTiger,7168,1,391624,2007-09-08T16:45:12Z
5836161,DJ Cane,47194,5,81709433,2020-03-03T05:31:51Z
5836172,miroslavuzice87,4611642,2,68296301,2019-03-19T14:00:24Z
5836181,bab72,321882,2,5659430,2010-09-02T06:35:31Z
5836182,the Sandinator,950776,2,40188248,2016-06-21T19:02:50Z
5836183,AndrewSnow,371121,3,64957486,2018-11-28T03:32:19Z
5836191,Greg_Rose,4622040,4,85634793,2020-05-23T00:36:11Z
5836195,Sundance,239998,2,8694912,2011-07-11T15:37:47Z
5836199,kfremd,7679992,2,58421922,2018-04-25T20:29:39Z
5836214,Natfoot,567792,2,80086123,2020-01-25T23:18:06Z
5836215,miroslavuzice87,4611642,5,68882178,2019-04-04T13:14:45Z
5836219,spjaquish,7151510,2,58387122,2018-04-24T20:12:21Z
5836221,MirouStar,4859266,2,43785359,2016-11-19T00:42:38Z
5836223,miroslavuzice87,4611642,4,68882215,2019-04-04T13:15:51Z
5836227,miroslavuzice87,4611642,3,68299510,2019-03-19T15:34:25Z
5836256,spjaquish,7151510,2,58424712,2018-04-25T22:21:53Z
5836264,DJ Cane,47194,3,81563606,2020-02-27T20:44:50Z
5836265,DaveHansenTiger,7168,1,391624,2007-09-08T16:48:50Z
5836266,DaveHansenTiger,7168,1,391624,2007-09-08T16:48:50Z
5836268,Misa_zumba,8774347,2,68332428,2019-03-20T11:41:33Z
5836269,DaveHansenTiger,7168,1,391624,2007-09-08T16:48:55Z
5836271,DJ Cane,47194,3,81746277,2020-03-03T21:57:18Z
5836275,miroslavuzice87,4611642,2,68334576,2019-03-20T12:46:28Z
5836289,DJ Cane,47194,4,81571576,2020-02-28T03:51:16Z
5836300,SuperFlomm,8616558,4,72501986,2019-07-22T07:33:17Z
5836301,spjaquish,7151510,2,58423531,2018-04-25T21:32:07Z
5836316,shutle64,216497,3,3611901,2010-01-13T18:33:17Z
5836317,shutle64,216497,3,3611901,2010-01-13T18:33:17Z
5836323,OrcaDan,411531,2,83279416,2020-04-09T03:59:00Z
5836326,SuperFlomm,8616558,3,72499956,2019-07-22T06:10:07Z
5836328,Misa_zumba,8774347,3,68328209,2019-03-20T10:11:46Z
5836372,oanac2_telenav,4827272,15,64824631,2018-11-23T15:21:13Z
5836378,sctrojan79,2601744,2,37175018,2016-02-12T19:24:54Z
5836381,Howpper,1240864,3,59037370,2018-05-17T06:00:28Z
5836401,OrcaDan,411531,5,83279416,2020-04-09T03:59:00Z
5836404,poornibadrinath,1597155,8,40203153,2016-06-22T11:54:13Z
5836406,Howpper,1240864,10,61839506,2018-08-21T00:53:27Z
5836411,miroslavuzice87,4611642,3,68364692,2019-03-21T08:24:23Z
5836431,markm851003,7595519,2,58453448,2018-04-26T18:32:59Z
5836435,miroslavuzice87,4611642,2,68623672,2019-03-28T12:28:01Z
5836450,miroslavuzice87,4611642,2,68289743,2019-03-19T11:00:22Z
5836454,amillar,28145,2,12775244,2012-08-18T17:20:48Z
5836457,Natfoot,567792,2,18362015,2013-10-15T05:28:43Z
5836460,miroslavuzice87,4611642,2,68296594,2019-03-19T14:08:06Z
5836462,bab72,321882,2,5659430,2010-09-02T06:35:32Z
5836463,MirouStar,4859266,2,43785359,2016-11-19T00:42:38Z
5836464,amillar,28145,2,12775338,2012-08-18T17:29:53Z
5836465,DaveHansenTiger,7168,1,391624,2007-09-08T16:55:50Z
5836468,DaveHansenTiger,7168,1,391624,2007-09-08T16:55:51Z
5836473,DaveHansenTiger,7168,1,391624,2007-09-08T16:56:00Z
5836482,OrcaDan,411531,4,83279416,2020-04-09T03:59:00Z
5836484,miroslavuzice87,4611642,2,68330983,2019-03-20T11:10:47Z
5836486,Misa_zumba,8774347,2,68328641,2019-03-20T10:22:18Z
5836498,miroslavuzice87,4611642,2,68326366,2019-03-20T09:25:37Z
5836512,miroslavuzice87,4611642,4,68286323,2019-03-19T09:08:13Z
5836515,DJ Cane,47194,4,81746528,2020-03-03T22:10:53Z
5836548,DaveHansenTiger,7168,1,391624,2007-09-08T17:00:00Z
5836549,DaveHansenTiger,7168,1,391624,2007-09-08T17:00:01Z
5836551,Baloo Uriza,92286,4,8366899,2011-06-07T06:10:02Z
5836553,Howpper,1240864,3,62472100,2018-09-11T02:46:40Z
5836564,Richard,165,3,83648071,2020-04-16T12:12:56Z
5836565,miroslavuzice87,4611642,2,68363602,2019-03-21T07:39:02Z
5836569,spjaquish,7151510,2,58383977,2018-04-24T18:33:54Z
5836570,DaveHansenTiger,7168,1,391624,2007-09-08T17:00:27Z
5836571,Howpper,1240864,2,62541914,2018-09-13T06:45:50Z
5836572,Baloo Uriza,92286,2,7319581,2011-02-18T05:54:45Z
5836581,OrcaDan,411531,9,83259074,2020-04-08T14:22:12Z
5836585,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:31Z
5836589,OrcaDan,411531,3,83279416,2020-04-09T03:59:00Z
5836613,miroslavuzice87,4611642,3,68324551,2019-03-20T08:43:58Z
5836616,DaveHansenTiger,7168,1,391624,2007-09-08T17:01:42Z
5836643,DaveHansenTiger,7168,1,391624,2007-09-08T17:02:38Z
5836644,miroslavuzice87,4611642,2,68622064,2019-03-28T11:40:44Z
5836645,GISgoddess,2927760,2,31327262,2015-05-20T20:54:22Z
5836681,AndrewSnow,371121,3,64957511,2018-11-28T03:33:40Z
5836688,miroslavuzice87,4611642,3,68334642,2019-03-20T12:48:57Z
5836691,miroslavuzice87,4611642,2,68293638,2019-03-19T12:50:57Z
5836692,miroslavuzice87,4611642,2,68293937,2019-03-19T12:58:28Z
5836697,n7xsd,50005,2,40211,2008-10-03T04:41:42Z
5836699,DaveHansenTiger,7168,1,391624,2007-09-08T17:04:08Z
5836702,DaveHansenTiger,7168,1,391624,2007-09-08T17:04:12Z
5836728,SuperFlomm,8616558,5,72501986,2019-07-22T07:33:17Z
5836730,shutle64,216497,2,3621372,2010-01-15T01:16:44Z
5836737,miroslavuzice87,4611642,2,68296170,2019-03-19T13:57:12Z
5836739,miroslavuzice87,4611642,3,68287236,2019-03-19T09:43:24Z
5836743,miroslavuzice87,4611642,2,68295926,2019-03-19T13:49:50Z
5836744,miroslavuzice87,4611642,2,68296259,2019-03-19T13:59:19Z
5836748,miroslavuzice87,4611642,2,68285554,2019-03-19T08:41:40Z
5836755,MajaMaravic,9357577,2,68832531,2019-04-03T10:51:56Z
5836756,Howpper,1240864,4,70966883,2019-06-05T20:21:00Z
5836757,Var-vara,6707957,3,56258091,2018-02-11T08:58:47Z
5836758,bab72,321882,2,5659430,2010-09-02T06:36:26Z
5836759,miroslavuzice87,4611642,2,68297005,2019-03-19T14:19:27Z
5836761,miroslavuzice87,4611642,2,68296481,2019-03-19T14:05:18Z
5836762,DaveHansenTiger,7168,1,392192,2007-09-08T17:06:24Z
5836764,DaveHansenTiger,7168,1,392192,2007-09-08T17:06:27Z
5836765,miroslavuzice87,4611642,2,68296790,2019-03-19T14:13:22Z
5836790,Howpper,1240864,2,62542389,2018-09-13T07:04:03Z
5836795,Natfoot,567792,2,18377700,2013-10-15T23:07:41Z
5836799,DaveHansenTiger,7168,1,392192,2007-09-08T17:07:33Z
5836800,Misa_zumba,8774347,2,68332314,2019-03-20T11:38:10Z
5836803,miroslavuzice87,4611642,3,68287026,2019-03-19T09:34:36Z
5836816,miroslavuzice87,4611642,4,68298113,2019-03-19T14:51:08Z
5836817,shutle64,216497,2,3604877,2010-01-12T17:59:24Z
5836819,AndrewSnow,371121,3,64957486,2018-11-28T03:32:19Z
5836821,miroslavuzice87,4611642,2,68298113,2019-03-19T14:51:08Z
5836824,TheDutchMan13,1330847,6,49249492,2017-06-04T19:09:31Z
5836829,Howpper,1240864,11,75193696,2019-10-02T15:58:40Z
5836833,Misa_zumba,8774347,2,68327895,2019-03-20T10:03:58Z
5836834,Misa_zumba,8774347,2,68327867,2019-03-20T10:03:22Z
5836842,miroslavuzice87,4611642,4,68335362,2019-03-20T13:11:17Z
5836845,DaveHansenTiger,7168,1,392192,2007-09-08T17:09:01Z
5836846,miroslavuzice87,4611642,2,68290914,2019-03-19T11:36:39Z
5836848,miroslavuzice87,4611642,2,68291038,2019-03-19T11:40:22Z
5836850,Helmchen42,1817244,2,37214435,2016-02-14T23:15:45Z
5836853,Helmchen42,1817244,3,37214435,2016-02-14T23:15:47Z
5836854,Sundance,239998,3,9037512,2011-08-16T14:30:32Z
5836855,DaveHansenTiger,7168,1,392192,2007-09-08T17:09:20Z
5836857,bab72,321882,2,5657011,2010-09-01T20:02:10Z
5836871,MajaMaravic,9357577,3,68832531,2019-04-03T10:51:57Z
5836886,miroslavuzice87,4611642,2,68298004,2019-03-19T14:48:04Z
5836887,Jessica12345,9372753,12,81238419,2020-02-19T20:13:21Z
5836911,shutle64,216497,2,3647220,2010-01-18T00:30:26Z
5836914,amillar,28145,2,12775244,2012-08-18T17:20:47Z
5836919,Jessica12345,9372753,4,82229549,2020-03-15T22:39:14Z
5836921,Jessica12345,9372753,11,82229549,2020-03-15T22:39:14Z
5836923,Jessica12345,9372753,4,82225890,2020-03-15T19:19:58Z
5836924,miroslavuzice87,4611642,2,68296687,2019-03-19T14:10:16Z
5836927,DaveHansenTiger,7168,1,392192,2007-09-08T17:11:12Z
5836932,miroslavuzice87,4611642,2,68328500,2019-03-20T10:18:50Z
5836942,DaveHansenTiger,7168,1,392192,2007-09-08T17:11:31Z
5836947,Carnildo,29626,3,68867836,2019-04-04T06:03:38Z
5836951,Sundance,239998,2,8695872,2011-07-11T17:38:58Z
5836954,DaveHansenTiger,7168,1,392192,2007-09-08T17:11:45Z
5836961,Richard,165,3,83648071,2020-04-16T12:12:56Z
5836962,miroslavuzice87,4611642,2,68297668,2019-03-19T14:39:36Z
5836963,amillar,28145,2,12775244,2012-08-18T17:20:42Z
5836967,Jessica12345,9372753,6,82229948,2020-03-15T23:08:59Z
5836968,miroslavuzice87,4611642,3,68290439,2019-03-19T11:22:38Z
5836970,shutle64,216497,2,3716670,2010-01-26T05:14:24Z
5836971,shutle64,216497,2,3716670,2010-01-26T05:14:26Z
5836973,DaveHansenTiger,7168,1,392192,2007-09-08T17:12:20Z
5836976,Kseniya_Nekrasava,9716148,2,77375169,2019-11-21T12:14:56Z
5836979,DannyAiquipa,2226712,2,38389868,2016-04-07T19:32:41Z
5836981,Carnildo,29626,3,77471512,2019-11-23T23:45:22Z
5836985,TheDutchMan13,1330847,6,49249492,2017-06-04T19:09:32Z
5836998,OrcaDan,411531,3,83259074,2020-04-08T14:22:12Z
5837013,AndrewSnow,371121,2,64957486,2018-11-28T03:32:19Z
5837014,AndrewSnow,371121,2,64957486,2018-11-28T03:32:19Z
5837015,miroslavuzice87,4611642,2,68289079,2019-03-19T10:40:59Z
5837016,AntonioPigafetta,388472,2,13405778,2012-10-07T23:12:12Z
5837021,DaveHansenTiger,7168,1,392192,2007-09-08T17:13:18Z
5837024,KanaLee,7219130,2,58391278,2018-04-24T22:37:24Z
5837026,OrcaDan,411531,4,83335995,2020-04-10T04:24:40Z
5837030,miroslavuzice87,4611642,3,68325619,2019-03-20T09:08:10Z
5837031,DaveHansenTiger,7168,1,392192,2007-09-08T17:13:35Z
5837032,miroslavuzice87,4611642,2,68325091,2019-03-20T08:55:45Z
5837033,DaveHansenTiger,7168,1,392192,2007-09-08T17:13:45Z
5837035,Takogin,8650725,3,77894621,2019-12-03T18:25:28Z
5837043,AndrewSnow,371121,3,64957713,2018-11-28T03:46:39Z
5837044,paulmach,91499,2,17547918,2013-08-28T05:06:08Z
5837057,Jessica12345,9372753,8,75030253,2019-09-28T01:43:45Z
5837058,Jessica12345,9372753,5,82229549,2020-03-15T22:39:14Z
5837070,Howpper,1240864,2,62305352,2018-09-05T09:37:40Z
5837072,Howpper,1240864,2,62305517,2018-09-05T09:44:25Z
5837074,Jessica12345,9372753,7,82225890,2020-03-15T19:19:58Z
5837078,Jessica12345,9372753,5,82229549,2020-03-15T22:39:14Z
5837080,xujiayi_1256,7551865,2,58561319,2018-04-30T17:05:52Z
5837084,spjaquish,7151510,2,58424712,2018-04-25T22:21:53Z
5837094,miroslavuzice87,4611642,3,68323259,2019-03-20T08:09:52Z
5837102,nasirifard,8586676,5,63219395,2018-10-05T06:58:59Z
5837109,Natfoot,567792,2,80083061,2020-01-25T20:13:17Z
5837113,miroslavuzice87,4611642,2,68298927,2019-03-19T15:16:27Z
5837122,Carnildo,29626,3,58392592,2018-04-25T00:09:07Z
5837123,miroslavuzice87,4611642,4,68882257,2019-04-04T13:17:03Z
5837133,shutle64,216497,2,3598241,2010-01-11T19:14:21Z
5837134,Howpper,1240864,4,70945094,2019-06-05T06:16:34Z
5837135,DaveHansenTiger,7168,1,392192,2007-09-08T17:17:40Z
5837136,bab72,321882,2,5659430,2010-09-02T06:36:36Z
5837140,bab72,321882,2,5675330,2010-09-04T01:51:51Z
5837142,DaveHansenTiger,7168,1,392192,2007-09-08T17:17:56Z
5837144,Natfoot,567792,2,18377700,2013-10-15T23:07:41Z
5837145,DaveHansenTiger,7168,1,392192,2007-09-08T17:18:01Z
5837147,DaveHansenTiger,7168,1,392192,2007-09-08T17:18:04Z
5837171,miroslavuzice87,4611642,2,68335680,2019-03-20T13:20:27Z
5837175,miroslavuzice87,4611642,2,68333925,2019-03-20T12:26:07Z
5837176,magrej,7345137,3,68286929,2019-03-19T09:30:02Z
5837178,OrcaDan,411531,3,83335995,2020-04-10T04:24:40Z
5837190,DareDJ,7404838,2,68796402,2019-04-02T14:33:22Z
5837191,MajaMaravic,9357577,2,68366931,2019-03-21T09:55:27Z
5837193,spjaquish,7151510,3,58423531,2018-04-25T21:32:07Z
5837196,Misa_zumba,8774347,2,68332455,2019-03-20T11:42:20Z
5837198,Misa_zumba,8774347,2,68332483,2019-03-20T11:43:28Z
5837200,Jessica12345,9372753,5,81908643,2020-03-07T20:17:44Z
5837205,DJ Cane,47194,3,4554631,2010-04-28T23:44:16Z
5837211,miroslavuzice87,4611642,2,68300549,2019-03-19T16:05:25Z
5837213,miroslavuzice87,4611642,2,68334133,2019-03-20T12:32:38Z
5837215,Glassman,447903,2,56506629,2018-02-20T00:15:15Z
5837231,jonesydesign,1802220,2,80658568,2020-02-06T19:43:03Z
5837233,jonesydesign,1802220,2,80658568,2020-02-06T19:43:03Z
5837237,DaveHansenTiger,7168,1,392192,2007-09-08T17:19:52Z
5837249,DJ Cane,47194,5,81143927,2020-02-18T02:50:18Z
5837285,bab72,321882,2,5659430,2010-09-02T06:35:29Z
5837286,bab72,321882,2,5540998,2010-08-20T06:28:42Z
5837323,mapman44,2888253,9,82274209,2020-03-16T21:02:24Z
5837327,NE2,207745,3,12962416,2012-09-03T04:00:14Z
5837329,DaveHansenTiger,7168,1,392192,2007-09-08T17:23:11Z
5837351,Howpper,1240864,3,70833333,2019-06-01T11:29:48Z
5837353,miroslavuzice87,4611642,2,68285680,2019-03-19T08:45:56Z
5837355,n7xsd,50005,2,772105,2008-11-20T16:16:09Z
5837360,Glassman,447903,4,48717395,2017-05-16T03:12:02Z
5837376,miroslavuzice87,4611642,5,68621792,2019-03-28T11:32:22Z
5837383,DJ Cane,47194,3,6546340,2010-12-05T02:00:42Z
5837386,AndrewSnow,371121,3,64957486,2018-11-28T03:32:19Z
5837388,DaveHansenTiger,7168,1,392192,2007-09-08T17:25:59Z
5837391,AndrewSnow,371121,2,64957486,2018-11-28T03:32:19Z
5837393,egore911,8764,2,13827854,2012-11-11T00:32:55Z
5837407,Howpper,1240864,17,43676463,2016-11-15T17:45:25Z
5837412,MikeN,135163,3,49691964,2017-06-20T12:22:56Z
5837416,miroslavuzice87,4611642,2,68284754,2019-03-19T08:09:25Z
5837418,miroslavuzice87,4611642,2,68284754,2019-03-19T08:09:25Z
5837419,MajaMaravic,9357577,2,68830860,2019-04-03T10:07:59Z
5837468,DaveHansenTiger,7168,1,392192,2007-09-08T17:28:21Z
5837469,TheDutchMan13,1330847,5,49249492,2017-06-04T19:09:32Z
5837483,miroslavuzice87,4611642,2,68287168,2019-03-19T09:40:28Z
5837496,Howpper,1240864,4,70877615,2019-06-03T08:50:16Z
5837508,amillar,28145,2,12775244,2012-08-18T17:20:42Z
5837511,magrej,7345137,3,69073588,2019-04-10T08:33:26Z
5837512,miroslavuzice87,4611642,2,68297245,2019-03-19T14:27:17Z
5837513,magrej,7345137,3,68517838,2019-03-25T18:24:08Z
5837514,xujiayi_1256,7551865,2,58418453,2018-04-25T18:48:52Z
5837517,miroslavuzice87,4611642,2,68299278,2019-03-19T15:27:13Z
5837528,DaveHansenTiger,7168,1,392192,2007-09-08T17:30:31Z
5837530,n_LH,6113775,2,65418734,2018-12-12T18:31:00Z
5837531,Howpper,1240864,2,44319402,2016-12-11T10:26:54Z
5837532,bab72,321882,2,5658862,2010-09-02T03:55:27Z
5837533,bab72,321882,2,5658862,2010-09-02T03:55:31Z
5837537,Howpper,1240864,3,60055297,2018-06-21T20:11:49Z
5837539,miroslavuzice87,4611642,2,68364234,2019-03-21T08:05:50Z
5837610,miroslavuzice87,4611642,2,68299457,2019-03-19T15:32:49Z
5837611,Sundance,239998,2,34788291,2015-10-21T21:01:00Z
5837615,Sundance,239998,2,34788291,2015-10-21T21:01:00Z
5837624,DaveHansenTiger,7168,1,392192,2007-09-08T17:32:42Z
5837625,Misa_zumba,8774347,2,68330441,2019-03-20T11:00:13Z
5837626,Misa_zumba,8774347,2,68330561,2019-03-20T11:02:36Z
5837628,OrcaDan,411531,3,83433690,2020-04-12T17:09:57Z
5837629,OrcaDan,411531,3,80115181,2020-01-27T03:15:44Z
5837632,OrcaDan,411531,4,83279416,2020-04-09T03:59:00Z
5837635,OrcaDan,411531,4,83279416,2020-04-09T03:59:00Z
5837662,shutle64,216497,2,3621372,2010-01-15T01:16:33Z
5837663,MajaMaravic,9357577,2,68830051,2019-04-03T09:43:58Z
5837671,Misa_zumba,8774347,2,68331788,2019-03-20T11:26:41Z
5837677,miroslavuzice87,4611642,2,68334066,2019-03-20T12:30:18Z
5837678,bab72,321882,2,5775454,2010-09-14T06:30:14Z
5837680,bab72,321882,2,5775454,2010-09-14T06:30:19Z
5837681,SuperFlomm,8616558,2,72499956,2019-07-22T06:10:07Z
5837693,pzzvz,9522254,2,70775381,2019-05-30T15:27:31Z
5837694,pzzvz,9522254,3,70775381,2019-05-30T15:27:32Z
5837695,DaveHansenTiger,7168,1,392192,2007-09-08T17:35:09Z
5837704,rkachelriess,413047,2,27809072,2014-12-30T20:40:54Z
5837705,DaveHansenTiger,7168,1,392192,2007-09-08T17:35:38Z
5837709,MajaMaravic,9357577,2,68832204,2019-04-03T10:42:44Z
5837711,amillar,28145,2,12775316,2012-08-18T17:27:20Z
5837712,amillar,28145,2,12775316,2012-08-18T17:27:20Z
5837714,miroslavuzice87,4611642,2,68290234,2019-03-19T11:16:18Z
5837715,DaveHansenTiger,7168,1,392192,2007-09-08T17:35:45Z
5837716,miroslavuzice87,4611642,2,68291315,2019-03-19T11:47:24Z
5837720,miroslavuzice87,4611642,2,68332498,2019-03-20T11:43:44Z
5837724,Howpper,1240864,2,60459116,2018-07-06T08:32:53Z
5837725,miroslavuzice87,4611642,2,68330840,2019-03-20T11:07:59Z
5837732,Glassman,447903,2,34721442,2015-10-18T21:56:24Z
5837733,Howpper,1240864,2,44316998,2016-12-11T07:39:09Z
5837737,AndjelaS,8951082,2,68057895,2019-03-12T11:10:03Z
5837753,xujiayi_1256,7551865,2,58423459,2018-04-25T21:29:06Z
5837755,AndjelaS,8951082,2,68057729,2019-03-12T11:05:16Z
5837761,AndjelaS,8951082,2,68058301,2019-03-12T11:23:39Z
5837781,DaveHansenTiger,7168,1,392192,2007-09-08T17:37:36Z
5837784,the Sandinator,950776,2,40188501,2016-06-21T19:14:04Z
5837792,miroslavuzice87,4611642,2,68333129,2019-03-20T12:02:24Z
5837794,miroslavuzice87,4611642,2,68334222,2019-03-20T12:35:54Z
5837797,DaveHansenTiger,7168,1,392192,2007-09-08T17:38:03Z
5837799,miroslavuzice87,4611642,2,68334388,2019-03-20T12:40:54Z
5837800,miroslavuzice87,4611642,2,68334388,2019-03-20T12:40:54Z
5837802,DJ Cane,47194,2,82838987,2020-03-30T18:21:30Z
5837804,shutle64,216497,2,3607285,2010-01-13T04:50:09Z
5837811,DaveHansenTiger,7168,1,392192,2007-09-08T17:38:16Z
5837822,Rick Rupp,114479,2,44830870,2017-01-01T21:20:04Z
5837837,zephyr,121241,6,12083611,2012-07-02T06:29:49Z
5837839,shutle64,216497,3,3611901,2010-01-13T18:33:14Z
5837842,OrcaDan,411531,2,83279416,2020-04-09T03:59:00Z
5837844,spjaquish,7151510,2,58454004,2018-04-26T18:51:29Z
5837846,OrcaDan,411531,3,83272935,2020-04-08T21:42:36Z
5837854,miroslavuzice87,4611642,2,68288020,2019-03-19T10:10:43Z
5837855,miroslavuzice87,4611642,4,68288020,2019-03-19T10:10:43Z
5837857,miroslavuzice87,4611642,2,68323481,2019-03-20T08:17:30Z
5837858,MajaMaravic,9357577,2,68829563,2019-04-03T09:27:07Z
5837860,DaveHansenTiger,7168,1,392192,2007-09-08T17:39:33Z
